update,checkpoint_suffix,episodes,reward_sum,bw_weighted_workload_delta_sum,bw_weighted_workload_level_sum,processed_ratio_eval,drop_ratio_eval,pre_backlog_steps_eval,D_sys_report,x_acc_mean,x_rel_mean,g_pre_mean,d_pre_mean,sat_overlap_eval,collision_episode_fraction,fixed_reward_sum,fixed_bw_weighted_workload_delta_sum,fixed_bw_weighted_workload_level_sum,fixed_processed_ratio_eval,fixed_drop_ratio_eval,fixed_pre_backlog_steps_eval,fixed_D_sys_report,fixed_x_acc_mean,fixed_x_rel_mean,fixed_g_pre_mean,fixed_d_pre_mean,fixed_sat_overlap_eval,fixed_collision_episode_fraction,processed_improved,drop_improved,pre_backlog_improved,model_improved,quality_worsened,quality_worse_streak,reward_improved,reward_plateau_streak,collision_gate_passed,quality_early_stop_triggered,reward_early_stop_triggered,early_stop_triggered,method,training_seed,run_label
275,u0275,32.0,54.58629522146657,3746.440689340234,-24284.56199998688,0.917134674826637,0.0613516129415365,5.635091286404495,7.8078667658470975,0.9218017824646084,0.917134674826637,0.0215159557274412,0.0613516129415365,0.7209896066933869,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
300,u0300,32.0,55.44455191399902,3785.819474369287,-27227.1883985295,0.912894309692085,0.0659927539822831,5.626387542845493,7.920018701606481,0.9156883998531846,0.912894309692085,0.0211151676891507,0.0659927539822831,0.7131875225063415,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
325,u0325,32.0,57.55877107894048,3725.737887948751,-24345.031958047533,0.9216543052084744,0.059382619892915,5.483801858912994,7.508550547087974,0.9247077052406968,0.9216543052084744,0.0189652947110053,0.059382619892915,0.731854190669954,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
350,u0350,32.0,57.882473608944565,3663.972187295556,-22225.913099658967,0.928285280045122,0.0544536599247089,5.378122614270745,7.140946925772063,0.9295161395911128,0.928285280045122,0.0172632929662712,0.0544536599247089,0.6809271028470247,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
375,u0375,32.0,58.15919920941815,3700.095949038863,-23218.99584556125,0.9274459920227528,0.0540291783055472,5.533370336308997,7.358585995468835,0.9297792861163616,0.9274459920227528,0.0185270521728466,0.0540291783055472,0.713343766754493,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
400,u0400,32.0,59.101303671253845,3701.4610335081816,-24622.09330524663,0.9251892803236842,0.0572840514516028,5.6817166957459255,7.645590224800856,0.9269226820729676,0.9251892803236842,0.0175289140765415,0.0572840514516028,0.7480833495464176,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
425,u0425,32.0,60.44493439607322,3671.443395525217,-22303.032930006462,0.9301195152141152,0.0514744360501354,5.8127657590909445,7.690680461084165,0.9326989848744124,0.9301195152141152,0.0184082874048309,0.0514744360501354,0.7462500171791764,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
450,u0450,32.0,60.75946524483152,3701.166760250926,-25300.66671724859,0.9240253925994036,0.0583336923307115,5.636976187769532,7.697596280014146,0.926122962454334,0.9240253925994036,0.0176431355054701,0.0583336923307115,0.737145850976929,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
475,u0475,32.0,60.15746872359887,3680.659147411585,-22789.559514412773,0.9273697468731554,0.0534843756110851,5.843945968160758,7.765073114127085,0.9302373228166252,0.9273697468731554,0.0191481002539476,0.0534843756110851,0.7495416851360353,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
500,u0500,32.0,61.425332826096565,3674.7735577970743,-22601.97695092541,0.9306808818243444,0.0510710048304363,5.625024389030143,7.482559186736766,0.9332412478793412,0.9306808818243444,0.0182503335796454,0.0510710048304363,0.7295833517313005,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
