step,uav,x,y
232,1,612.09912109375,394.9532165527344
232,2,488.60943603515625,1181.234619140625
233,0,1185.8363037109375,926.8010864257812
233,1,637.611572265625,384.9619140625
233,2,467.3766784667969,1160.041015625
234,0,1173.578369140625,952.5917358398438
234,1,664.310546875,376.5343933105469
234,2,446.9400939941406,1138.07861328125
235,0,1159.4119873046875,977.9959716796875
235,1,691.778076171875,370.03924560546875
235,2,427.4044189453125,1115.3111572265625
236,0,1143.885986328125,1002.8446655273438
236,1,719.5833129882812,365.45458984375
236,2,408.9381103515625,1091.6680908203125
237,0,1127.276123046875,1026.9835205078125
237,1,747.3390502929688,362.55755615234375
237,2,391.80572509765625,1067.1485595703125
238,0,1109.658935546875,1050.328857421875
238,1,774.819091796875,360.9569396972656
238,2,376.10443115234375,1041.58544921875
239,0,1091.0848388671875,1072.75390625
239,1,801.7811889648438,360.47369384765625
239,2,361.7763977050781,1015.5382690429688
240,0,1071.366943359375,1094.3829345703125
240,1,828.6515502929688,361.089111328125
240,2,348.88189697265625,989.254638671875
241,0,1049.489013671875,1114.909912109375
241,1,854.2633056640625,363.4370422363281
241,2,337.7066650390625,965.218017578125
242,0,1026.2703857421875,1133.9072265625
242,1,878.855224609375,367.40533447265625
242,2,329.1517028808594,944.0952758789062
243,0,1002.0910034179688,1151.66552734375
243,1,902.3419799804688,373.069580078125
243,2,323.30224609375,926.0801391601562
244,0,979.2391357421875,1171.1024169921875
244,1,925.630615234375,380.8523254394531
244,2,319.31256103515625,909.9149780273438
245,0,960.0549926757812,1191.989990234375
245,1,949.1221923828125,389.9714050292969
245,2,316.60113525390625,892.7376098632812
246,0,942.3140258789062,1214.9525146484375
246,1,972.157470703125,399.69232177734375
246,2,313.63031005859375,873.0496215820312
247,0,923.4215087890625,1238.2564697265625
247,1,993.2002563476562,409.55816650390625
247,2,309.0262756347656,852.7137451171875
248,0,902.77783203125,1259.388916015625
248,1,1012.2437744140625,419.315673828125
248,2,304.0616149902344,832.6261596679688
249,0,879.9816284179688,1278.89111328125
249,1,1030.08544921875,431.3334655761719
249,2,301.7144470214844,813.4793701171875
